"date","month","year","precip_in","temp_F","temp_F_12mo","spi3","spi12"
2002-09-01,9,2002,3.12,63.46,53.07,0.05,-2.02
2002-10-01,10,2002,1.09,51.42,52.68,-0.07,-1.93
2002-11-01,11,2002,1.01,43.51,52.6,0.42,-1.75
2002-12-01,12,2002,1.7,34.21,52.66,-0.04,-1.45
2003-01-01,1,2003,0.3,41.59,53.13,-0.44,-1.47
2003-02-01,2,2003,2.82,38.11,53.16,0.29,-0.68
2003-03-01,3,2003,1.7,41.29,53.1,0.38,-0.29
2003-04-01,4,2003,0.32,47.99,52.56,0.81,-0.27
2003-05-01,5,2003,0.17,59.41,52.65,-0.19,-0.25
2003-06-01,6,2003,0.46,66.87,52.36,-1.04,-0.16
2003-07-01,7,2003,1.4,74.2,52.63,-1.97,-0.57
2003-08-01,8,2003,2.75,69.78,52.65,-1.55,-0.46
2003-09-01,9,2003,1.61,64.61,52.75,-1.52,-0.88
2003-10-01,10,2003,1.07,58.21,53.32,-0.6,-0.94
2003-11-01,11,2003,2.03,42.86,53.26,0.18,-0.64
2003-12-01,12,2003,0.62,36.66,53.47,-0.08,-0.93
2004-01-01,1,2004,1.17,35.81,52.98,-0.04,-0.67
2004-02-01,2,2004,1.18,33.81,52.63,-0.55,-1.07
2004-03-01,3,2004,1.53,47.94,53.18,-0.04,-1.07
2004-04-01,4,2004,2.27,48.47,53.22,0.87,-0.55
2004-05-01,5,2004,0.14,58.69,53.16,0.92,-0.55
2004-06-01,6,2004,0.33,66.64,53.14,0.85,-0.6
2004-07-01,7,2004,2.07,69.41,52.74,-1.4,-0.45
2004-08-01,8,2004,2.57,66.43,52.46,-1.27,-0.53
2004-09-01,9,2004,2.22,61.49,52.2,-0.8,-0.37
2004-10-01,10,2004,1.89,51.75,51.66,0.07,-0.17
2004-11-01,11,2004,2.02,40.54,51.47,0.81,-0.17
2004-12-01,12,2004,2.26,35.96,51.41,0.93,0.26
2005-01-01,1,2005,3.43,38.33,51.62,1.32,0.78
2005-02-01,2,2005,4.31,38.22,51.99,1.85,1.39
2005-03-01,3,2005,1.34,41.39,51.44,1.82,1.3
2005-04-01,4,2005,0.97,48.87,51.48,1.51,1.04
2005-05-01,5,2005,0.4,58.84,51.49,0.19,1.08
2005-06-01,6,2005,0.16,66.15,51.45,-0.27,1.07
2005-07-01,7,2005,1.53,72.65,51.72,-1.9,0.99
2005-08-01,8,2005,3.15,67.49,51.81,-1.37,1.17
2005-09-01,9,2005,1.61,65.13,52.11,-1.16,1.04
2005-10-01,10,2005,1.46,54.24,52.32,-0.17,0.99
2005-11-01,11,2005,0.07,45.5,52.73,-0.7,0.53
2005-12-01,12,2005,0.11,38.68,52.96,-1.41,-0.02
2006-01-01,1,2006,0.31,37.83,52.91,-2.7,-0.87
2006-02-01,2,2006,0.06,41.29,53.17,-2.84,-2.1
2006-03-01,3,2006,1.6,41.15,53.15,-1.19,-1.92
2006-04-01,4,2006,0.43,51.55,53.37,-0.73,-2.07
2006-05-01,5,2006,0.19,61.14,53.57,-0.16,-2.11
2006-06-01,6,2006,0.83,69.53,53.85,-0.36,-1.94
2006-07-01,7,2006,4.49,71.29,53.73,0.94,-1.1
2006-08-01,8,2006,5.54,66.5,53.65,2.06,-0.5
2006-09-01,9,2006,2.11,59.24,53.16,1.88,-0.37
2006-10-01,10,2006,2.32,52,52.98,1.5,-0.16
2006-11-01,11,2006,0.12,45.97,53.01,0.1,-0.14
2006-12-01,12,2006,0.64,35.02,52.71,-0.42,0
2007-01-01,1,2007,1.68,32.21,52.24,-0.76,0.34
2007-02-01,2,2007,1.15,38.31,51.99,-0.29,0.57
2007-03-01,3,2007,1.12,45.48,52.35,-0.01,0.45
2007-04-01,4,2007,0.65,49.96,52.22,-0.17,0.49
2007-05-01,5,2007,0.96,57.87,51.95,0.2,0.64
2007-06-01,6,2007,0.36,67.95,51.82,0.19,0.56
2007-07-01,7,2007,3.57,71.25,51.81,0.54,0.37
2007-08-01,8,2007,3.51,69.95,52.1,0.34,-0.11
2007-09-01,9,2007,1.76,64.18,52.51,0.33,-0.2
2007-10-01,10,2007,0.3,54.81,52.75,-0.52,-0.79
2007-11-01,11,2007,0.42,48.44,52.95,-1.16,-0.7
2007-12-01,12,2007,4.26,34.1,52.88,0.48,0.28
2008-01-01,1,2008,2.85,33.04,52.94,1.26,0.55
2008-02-01,2,2008,1.58,38.24,52.94,1.52,0.62
2008-03-01,3,2008,0.07,43.52,52.78,0.25,0.38
2008-04-01,4,2008,0.11,49.22,52.71,-1,0.26
2008-05-01,5,2008,1.17,55.43,52.51,-0.96,0.3
2008-06-01,6,2008,0.25,68.32,52.54,-0.27,0.28
2008-07-01,7,2008,4.63,69.11,52.36,1.26,0.53
2008-08-01,8,2008,3.2,68.78,52.27,0.69,0.48
2008-09-01,9,2008,1.95,62.3,52.11,0.81,0.52
2008-10-01,10,2008,1.15,54.13,52.05,-0.12,0.76
2008-11-01,11,2008,0.92,45.48,51.81,-0.18,0.88
2008-12-01,12,2008,2.65,37.24,52.07,0.37,0.47
2009-01-01,1,2009,0.59,38.85,52.55,0.11,-0.1
2009-02-01,2,2009,1.02,40.13,52.71,0.06,-0.22
2009-03-01,3,2009,0.45,44.9,52.82,-1.12,-0.12
2009-04-01,4,2009,0.39,48.23,52.74,-0.91,-0.05
2009-05-01,5,2009,1.17,60.8,53.19,-0.33,-0.05
2009-06-01,6,2009,1.08,63.67,52.8,0.78,0.14
2009-07-01,7,2009,2.05,72.22,53.06,0.13,-0.48
2009-08-01,8,2009,2.22,69.73,53.14,-0.99,-0.79
2009-09-01,9,2009,2.28,62.01,53.12,-0.99,-0.7
2009-10-01,10,2009,0.53,51.16,52.87,-0.83,-0.93
2009-11-01,11,2009,0.36,45.59,52.88,-0.68,-1.1
2009-12-01,12,2009,1.76,32.44,52.48,-0.67,-1.35
2010-01-01,1,2010,4.97,34.56,52.12,1.14,-0.09
2010-02-01,2,2010,1.48,35.34,51.72,1.39,0.03
2010-03-01,3,2010,1.57,40.35,51.34,1.51,0.28
2010-04-01,4,2010,0.64,48.62,51.37,0.27,0.34
2010-05-01,5,2010,0.27,55.16,50.9,0.03,0.14
2010-06-01,6,2010,0.36,67.67,51.24,-0.58,-0.02
2010-07-01,7,2010,4.65,70.48,51.09,0.79,0.57
2010-08-01,8,2010,3.04,68.74,51.01,0.68,0.78
2010-09-01,9,2010,1.6,65.58,51.31,0.56,0.63
2010-10-01,10,2010,0.84,54.89,51.62,-0.57,0.73
2010-11-01,11,2010,0.28,41.09,51.24,-0.99,0.72
2010-12-01,12,2010,1.86,41.26,51.98,-0.47,0.72
2011-01-01,1,2011,0.15,34.21,51.95,-0.85,-0.5
2011-02-01,2,2011,0.98,34.24,51.86,-0.54,-0.59
2011-03-01,3,2011,0.23,46.6,52.38,-1.73,-0.91
2011-04-01,4,2011,0.23,51.93,52.65,-1.3,-1.01
2011-05-01,5,2011,0.25,54.99,52.64,-1.83,-1
2011-06-01,6,2011,0.05,68.17,52.68,-1.85,-1.11
2011-07-01,7,2011,3.24,71.49,52.77,-0.47,-1.56
2011-08-01,8,2011,3.66,71.52,53,0.05,-1.46
2011-09-01,9,2011,2.08,64.48,52.91,0.4,-1.32
2011-10-01,10,2011,1.31,54.42,52.87,0.25,-1.25
2011-11-01,11,2011,1.35,42.06,52.95,0.19,-0.92
2011-12-01,12,2011,3.14,32.48,52.22,0.8,-0.53
2012-01-01,1,2012,0.49,38.86,52.6,0.43,-0.43
2012-02-01,2,2012,0.5,38.02,52.92,0.01,-0.52
2012-03-01,3,2012,0.72,43.54,52.67,-1.4,-0.37
2012-04-01,4,2012,0.36,52.93,52.75,-1.16,-0.34
2012-05-01,5,2012,0.15,60.25,53.19,-1.09,-0.35
2012-06-01,6,2012,0.06,70.71,53.4,-1.75,-0.36
2012-07-01,7,2012,3.28,70.23,53.29,-0.51,-0.36
2012-08-01,8,2012,2.75,70.36,53.2,-0.49,-0.64
2012-09-01,9,2012,1.44,63.77,53.14,-0.43,-0.82
2012-10-01,10,2012,0.16,56.06,53.27,-1.26,-1.22
2012-11-01,11,2012,0.71,46.74,53.66,-1.3,-1.43
2012-12-01,12,2012,1.81,36.28,53.98,-0.65,-1.83
2013-01-01,1,2013,1.72,31.03,53.33,0.14,-1.4
2013-02-01,2,2013,0.79,34.36,53.02,0.09,-1.22
2013-03-01,3,2013,1.1,45.9,53.22,-0.17,-1.07
2013-04-01,4,2013,0.5,50.48,53.01,-0.51,-1.02
2013-05-01,5,2013,0.15,58.19,52.84,-0.56,-1
2013-06-01,6,2013,0.07,71.02,52.87,-1.44,-1.02
2013-07-01,7,2013,5.23,69.79,52.83,0.9,-0.53
2013-08-01,8,2013,3.69,68.19,52.65,1.17,-0.32
2013-09-01,9,2013,3.74,62.8,52.57,2.1,0.26
2013-10-01,10,2013,0.25,51.28,52.17,0.54,0.29
2013-11-01,11,2013,2.16,43.32,51.89,0.82,0.66
2013-12-01,12,2013,0.75,35.71,51.84,-0.37,0.38
2014-01-01,1,2014,0,39.71,52.56,-0.49,-0.05
2014-02-01,2,2014,0.19,42.77,53.26,-2.12,-0.19
2014-03-01,3,2014,1.25,45.12,53.2,-1.65,-0.14
2014-04-01,4,2014,0.34,49.97,53.15,-0.98,-0.18
2014-05-01,5,2014,0.1,56.57,53.02,-0.61,-0.18
2014-06-01,6,2014,0.05,69.48,52.89,-1.95,-0.2
2014-07-01,7,2014,3.38,70.95,52.99,-0.47,-0.67
2014-08-01,8,2014,4.04,66.42,52.84,0.35,-0.62
2014-09-01,9,2014,3.69,64.79,53.01,1.43,-0.64
2014-10-01,10,2014,1.22,56.01,53.4,1.09,-0.4
2014-11-01,11,2014,0.53,44.01,53.46,0.52,-0.87
2014-12-01,12,2014,1.41,38.07,53.66,-0.37,-0.66
2015-01-01,1,2015,2.4,37.44,53.47,0.18,-0.01
2015-02-01,2,2015,0.54,44.06,53.57,0.1,0.08
2015-03-01,3,2015,1.16,46.97,53.73,0.07,0.06
2015-04-01,4,2015,0.53,49.75,53.71,-0.63,0.1
2015-05-01,5,2015,1.05,54.13,53.51,0.21,0.31
2015-06-01,6,2015,1.46,69.09,53.48,1.08,0.62
2015-07-01,7,2015,4.09,68.6,53.28,1.58,0.79
2015-08-01,8,2015,2.94,70.5,53.62,0.91,0.58
2015-09-01,9,2015,2.16,65.1,53.64,0.51,0.21
2015-10-01,10,2015,2.29,55.7,53.62,0.41,0.49
2015-11-01,11,2015,1.71,42.4,53.48,0.82,0.79
2015-12-01,12,2015,1.37,35.1,53.24,0.63,0.75
2016-01-01,1,2016,1.56,34.59,53,0.3,0.54
2016-02-01,2,2016,0.52,42.39,52.86,-0.3,0.51
2016-03-01,3,2016,0.05,47.2,52.88,-1.07,0.25
2016-04-01,4,2016,0.77,49.13,52.83,-1.4,0.31
2016-05-01,5,2016,0.75,55.2,52.92,-0.73,0.24
2016-06-01,6,2016,0.67,70.1,53,0.4,0.07
2016-07-01,7,2016,2.28,72.26,53.31,-0.34,-0.37
2016-08-01,8,2016,3.86,66.5,52.97,-0.03,-0.16
2016-09-01,9,2016,2.54,63.04,52.8,0.25,-0.06
2016-10-01,10,2016,0.5,58.15,53,0.18,-0.57
2016-11-01,11,2016,1.95,45.2,53.24,0.31,-0.5
2016-12-01,12,2016,2.84,38.81,53.55,0.6,-0.09
2017-01-01,1,2017,3.4,35.51,53.62,1.45,0.37
2017-02-01,2,2017,1.71,42.32,53.62,1.31,0.62
2017-03-01,3,2017,0.64,48.95,53.76,0.75,0.72
2017-04-01,4,2017,0.3,51.44,53.96,-0.34,0.62
2017-05-01,5,2017,0.3,56.84,54.09,-1.08,0.52
2017-06-01,6,2017,0.74,70.44,54.12,-0.49,0.54
2017-07-01,7,2017,3.8,70.92,54.01,0.51,0.88
2017-08-01,8,2017,2.49,68.13,54.14,0.1,0.62
2017-09-01,9,2017,1.03,63.72,54.2,-0.52,0.27
2017-10-01,10,2017,0.18,57.35,54.13,-1.72,0.19
2017-11-01,11,2017,0.02,51.8,54.68,-2.37,-0.32
2017-12-01,12,2017,0.18,40.59,54.83,-3.16,-1.07
2018-01-01,1,2018,0.54,40.01,55.21,-2.27,-1.96
2018-02-01,2,2018,1.7,41.02,55.1,-0.87,-1.85
2018-03-01,3,2018,0.6,44.31,54.71,-0.6,-1.78
2018-04-01,4,2018,0.03,54.67,54.98,-0.55,-1.84
2018-05-01,5,2018,0.1,60.92,55.32,-1.79,-1.88
2018-06-01,6,2018,0.76,71.05,55.37,-1.13,-1.92
2018-07-01,7,2018,3.63,71.56,55.43,0.26,-2.04
2018-08-01,8,2018,3.08,69.64,55.55,0.35,-1.96
2018-09-01,9,2018,1.76,65.63,55.71,0.13,-1.72
2018-10-01,10,2018,2.99,51.79,55.25,0.61,-0.92
2018-11-01,11,2018,0.19,41.89,54.42,0.29,-0.87
2018-12-01,12,2018,1.05,36.52,54.08,0.16,-0.59
2019-01-01,1,2019,1.42,35.6,53.72,-0.63,-0.35
2019-02-01,2,2019,2.92,34.71,53.19,0.5,-0.02
2019-03-01,3,2019,1.69,44.43,53.2,0.86,0.23
2019-04-01,4,2019,0.44,50.95,52.89,0.9,0.32
2019-05-01,5,2019,0.91,52.41,52.18,0.41,0.49
2019-06-01,6,2019,0.2,66.12,51.77,-0.24,0.38
2019-07-01,7,2019,1.78,71.91,51.8,-1.05,-0.04
2019-08-01,8,2019,2.07,71.48,51.95,-2.01,-0.31
2019-09-01,9,2019,2.6,64.64,51.87,-1.06,-0.09
2019-10-01,10,2019,0.29,52.5,51.93,-0.88,-0.87
2019-11-01,11,2019,4.18,44.86,52.18,1.18,0.24
2019-12-01,12,2019,2.08,36.09,52.14,1.06,0.49
2020-01-01,1,2020,0.72,37.07,52.26,1.1,0.31
2020-02-01,2,2020,1.91,38.31,52.56,0.25,0.06
2020-03-01,3,2020,2.25,43.9,52.52,0.41,0.19
2020-04-01,4,2020,0.27,51.13,52.53,0.63,0.15
2020-05-01,5,2020,0.13,62.07,53.34,0.15,-0.02
2020-06-01,6,2020,0.32,68.58,53.54,-1.44,0
2020-07-01,7,2020,2.17,72.51,53.59,-1.31,0.09
2020-08-01,8,2020,1.11,73.81,53.79,-2.42,-0.15
2020-09-01,9,2020,0.56,64.9,53.81,-3.06,-0.69
2020-10-01,10,2020,0.5,58.08,54.27,-3.09,-0.68
2020-11-01,11,2020,0.67,47.44,54.49,-1.81,-1.79
2020-12-01,12,2020,0.55,35.75,54.46,-1.34,-2.28
2021-01-01,1,2021,1.3,36.2,54.39,-0.71,-2.03
2021-02-01,2,2021,0.7,39.26,54.47,-0.79,-2.32
2021-03-01,3,2021,0.79,41.65,54.28,-0.63,-2.74
2021-04-01,4,2021,0.32,52.14,54.37,-0.96,-2.69
2021-05-01,5,2021,0.12,59.57,54.16,-1.09,-2.65
2021-06-01,6,2021,0.58,70.82,54.34,-0.93,-2.62
2021-07-01,7,2021,5.06,69.95,54.13,1.09,-1.71
2021-08-01,8,2021,3.22,68.3,53.67,1.1,-1.16
2021-09-01,9,2021,2.49,64.98,53.68,1.28,-0.61
2021-10-01,10,2021,0.93,52.39,53.21,0.05,-0.53
2021-11-01,11,2021,0.09,48.77,53.32,-0.47,-0.69
2021-12-01,12,2021,1.81,40.63,53.72,-0.56,-0.32
2022-01-01,1,2022,0.97,37.21,53.81,-0.51,-0.41
2022-02-01,2,2022,0.52,36.45,53.57,-0.38,-0.42
2022-03-01,3,2022,0.72,43.45,53.72,-1.01,-0.42
2022-04-01,4,2022,0.01,52.7,53.77,-1.5,-0.49
2022-05-01,5,2022,0,61,53.89,-1.79,-0.51
2022-06-01,6,2022,3.19,68.67,53.71,1.19,0.09
2022-07-01,7,2022,3.77,71.59,53.85,1.77,-0.21
2022-08-01,8,2022,5.29,67.97,53.82,2.66,0.29
2022-09-01,9,2022,1.89,65.19,53.84,1.36,0.14
2022-10-01,10,2022,3.31,51.7,53.78,1.69,0.74
2022-11-01,11,2022,0.48,39.32,52.99,0.62,0.84
2022-12-01,12,2022,2.25,37.34,52.72,0.88,0.91
2023-01-01,1,2023,2.95,33.26,52.39,0.68,1.33
2023-02-01,2,2023,1.58,34.3,52.21,0.97,1.47
2023-03-01,3,2023,2.1,40.29,51.94,1.07,1.66
2023-04-01,4,2023,0,49.68,51.69,0.26,1.65
2023-05-01,5,2023,0.92,57.98,51.44,0.39,1.78
2023-06-01,6,2023,0.08,64.45,51.09,-0.96,1.25
2023-07-01,7,2023,0.9,75.9,51.45,-2.14,0.71
2023-08-01,8,2023,2.59,70.68,51.67,-2.45,0.11
2023-09-01,9,2023,1.52,65.56,51.71,-2.07,0.01
2023-10-01,10,2023,0.38,56.7,52.12,-1.17,-0.81
2023-11-01,11,2023,0.76,45.05,52.6,-1.03,-0.73
2023-12-01,12,2023,1.41,38.02,52.66,-0.73,-0.95
